LGM080_ANI-1.14	704	679	1254	98.864	696	0.0	1	2	98	98	Thunnus maccoyii genome assembly, organelle: mitochondrion	Thunnus maccoyii	6	8	709	5499	6202
LGM080_ANI-1.14	704	679	1254	98.864	696	0.0	1	2	98	98	Thunnus maccoyii voucher TM02-2313 mitochondrion, complete genome	Thunnus maccoyii	6	8	709	5500	6203
LGM080_ANI-1.14	704	676	1249	98.722	695	0.0	1	2	98	98	Thunnus albacares cytochrome oxidase subunit I gene, partial cds; mitochondrial	Thunnus albacares	7	8	709	1	704
LGM080_ANI-1.14	704	673	1243	98.580	694	0.0	1	2	98	98	Thunnus maccoyii mitochondrion, complete genome	Thunnus maccoyii	8	8	709	5500	6203
LGM080_ANI-1.14	704	673	1243	98.580	694	0.0	1	2	98	98	Thunnus thynnus thynnus mitochondrion, complete genome	Thunnus thynnus thynnus	8	8	709	5499	6202
LGM080_ANI-1.14	694	672	1242	98.991	687	0.0	1	2	97	97	Thunnus orientalis cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial	Thunnus orientalis	5	12	703	4	697
LGM080_ANI-1.14	704	672	1242	98.295	692	0.0	1	2	98	98	Thunnus maccoyii mitochondrion, complete genome	Thunnus maccoyii	10	8	709	5500	6203
LGM080_ANI-1.14	704	670	1238	98.438	693	0.0	1	2	98	98	Thunnus thynnus mitochondrion, complete genome	Thunnus thynnus	9	8	709	5500	6203
LGM080_ANI-1.14	704	670	1238	98.438	693	0.0	1	2	98	98	Thunnus thynnus isolate DM353 mitochondrion, complete genome	Thunnus thynnus	9	8	709	5500	6203
LGM080_ANI-1.14	704	670	1238	98.438	693	0.0	1	2	98	98	Thunnus thynnus voucher TT02-2312 mitochondrion, complete genome	Thunnus thynnus	9	8	709	5500	6203
LGM009_ANI-3.20	705	690	1275	99.291	700	0.0	0	0	99	99	Euthynnus alletteratus voucher USNM 421831 mitochondrion, complete genome	Euthynnus alletteratus	5	6	710	5503	6207
LGM009_ANI-3.20	705	690	1275	99.291	700	0.0	0	0	99	99	Euthynnus alletteratus mitochondrial DNA, complete genome	Euthynnus alletteratus	5	6	710	6360	7064
LGM009_ANI-3.20	705	681	1258	98.865	697	0.0	0	0	99	99	Euthynnus alletteratus mitochondrial DNA, complete genome	Euthynnus alletteratus	8	6	710	5505	6209
LGM009_ANI-3.20	652	652	1205	100.000	652	0.0	0	0	91	91	Euthynnus alletteratus voucher DPND 2219 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Euthynnus alletteratus	0	32	683	1	652
LGM009_ANI-3.20	652	652	1205	100.000	652	0.0	0	0	91	91	Euthynnus alletteratus voucher MFLV2826 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Euthynnus alletteratus	0	32	683	1	652
LGM009_ANI-3.20	655	652	1205	99.847	654	0.0	0	0	92	92	Euthynnus alletteratus voucher MXIII419 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Euthynnus alletteratus	1	29	683	1	655
LGM009_ANI-3.20	655	652	1205	99.847	654	0.0	0	0	92	92	Euthynnus alletteratus voucher USNM:BIOR_Fish 100405A cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	Euthynnus alletteratus	1	32	686	1	655
LGM009_ANI-3.20	652	649	1199	99.847	651	0.0	0	0	91	91	Euthynnus alletteratus voucher DPND 2216 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Euthynnus alletteratus	1	32	683	1	652
LGM009_ANI-3.20	655	649	1199	99.695	653	0.0	0	0	92	92	Euthynnus alletteratus voucher FDA 86 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Euthynnus alletteratus	2	32	686	1	655
LGM009_ANI-3.20	655	649	1199	99.695	653	0.0	0	0	92	92	Euthynnus alletteratus voucher BZLW8263 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Euthynnus alletteratus	2	32	686	1	655
LGM101_ANI-3.14	707	681	1258	98.868	699	0.0	1	3	99	99	Euthynnus alletteratus voucher USNM 421831 mitochondrion, complete genome	Euthynnus alletteratus	5	6	709	5503	6209
LGM101_ANI-3.14	707	681	1258	98.868	699	0.0	1	3	99	99	Euthynnus alletteratus mitochondrial DNA, complete genome	Euthynnus alletteratus	5	6	709	6360	7066
LGM101_ANI-3.14	707	672	1242	98.444	696	0.0	1	3	99	99	Euthynnus alletteratus mitochondrial DNA, complete genome	Euthynnus alletteratus	8	6	709	5505	6211
LGM101_ANI-3.14	652	641	1184	99.540	649	0.0	1	3	91	91	Euthynnus alletteratus voucher MFLV2868 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Euthynnus alletteratus	0	32	680	1	652
LGM101_ANI-3.14	655	641	1184	99.389	651	0.0	1	3	92	92	Euthynnus alletteratus voucher MXIII419 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Euthynnus alletteratus	1	29	680	1	655
LGM101_ANI-3.14	655	641	1184	99.389	651	0.0	1	3	92	92	Euthynnus alletteratus voucher USNM:BIOR_Fish 100405A cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	Euthynnus alletteratus	1	32	683	1	655
LGM101_ANI-3.14	652	638	1179	99.387	648	0.0	1	3	91	91	Euthynnus alletteratus voucher DPND 2216 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Euthynnus alletteratus	1	32	680	1	652
LGM101_ANI-3.14	655	638	1179	99.237	650	0.0	1	3	92	92	Euthynnus alletteratus voucher FDA 86 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Euthynnus alletteratus	2	32	683	1	655
LGM101_ANI-3.14	655	638	1179	99.237	650	0.0	1	3	92	92	Euthynnus alletteratus voucher BZLW8263 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Euthynnus alletteratus	2	32	683	1	655
LGM101_ANI-3.14	652	638	1179	99.387	648	0.0	1	3	91	91	Euthynnus alletteratus voucher MX915 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Euthynnus alletteratus	1	32	680	1	652
LGM02_ANI-3.7	704	686	1267	99.148	698	0.0	0	0	99	99	Euthynnus alletteratus voucher USNM 421831 mitochondrion, complete genome	Euthynnus alletteratus	6	6	709	5503	6206
LGM02_ANI-3.7	704	686	1267	99.148	698	0.0	0	0	99	99	Euthynnus alletteratus mitochondrial DNA, complete genome	Euthynnus alletteratus	6	6	709	6360	7063
LGM02_ANI-3.7	704	677	1251	98.722	695	0.0	0	0	99	99	Euthynnus alletteratus mitochondrial DNA, complete genome	Euthynnus alletteratus	9	6	709	5505	6208
LGM02_ANI-3.7	652	652	1205	100.000	652	0.0	0	0	91	91	Euthynnus alletteratus voucher MFLV2829 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Euthynnus alletteratus	0	32	683	1	652
LGM02_ANI-3.7	655	652	1205	99.847	654	0.0	0	0	92	92	Euthynnus alletteratus voucher MXIII422 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Euthynnus alletteratus	1	29	683	1	655
LGM02_ANI-3.7	652	649	1199	99.847	651	0.0	0	0	91	91	Euthynnus alletteratus voucher DPND 2218 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Euthynnus alletteratus	1	32	683	1	652
LGM02_ANI-3.7	652	649	1199	99.847	651	0.0	0	0	91	91	Euthynnus alletteratus voucher DPND 2215 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Euthynnus alletteratus	1	32	683	1	652
LGM02_ANI-3.7	652	649	1199	99.847	651	0.0	0	0	91	91	Euthynnus alletteratus voucher DPND 2217 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Euthynnus alletteratus	1	32	683	1	652
LGM02_ANI-3.7	652	649	1199	99.847	651	0.0	0	0	91	91	Euthynnus alletteratus voucher MFLV2831 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Euthynnus alletteratus	1	32	683	1	652
LGM02_ANI-3.7	655	649	1199	99.695	653	0.0	0	0	92	92	Euthynnus alletteratus voucher MXIII419 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Euthynnus alletteratus	2	29	683	1	655
LGM020_ANI-3.26	710	663	1225	98.028	696	0.0	1	9	99	99	Euthynnus alletteratus voucher USNM 421831 mitochondrion, complete genome	Euthynnus alletteratus	5	5	705	5502	6211
LGM020_ANI-3.26	710	663	1225	98.028	696	0.0	1	9	99	99	Euthynnus alletteratus mitochondrial DNA, complete genome	Euthynnus alletteratus	5	5	705	6359	7068
LGM020_ANI-3.26	710	657	1214	97.746	694	0.0	3	9	99	99	Euthynnus alletteratus mitochondrial DNA, complete genome	Euthynnus alletteratus	7	5	705	5504	6213
LGM020_ANI-3.26	655	617	1140	98.321	644	0.0	1	9	92	92	Euthynnus alletteratus voucher CSFOM-043 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Euthynnus alletteratus	2	46	691	1	655
LGM020_ANI-3.26	642	610	1127	98.598	633	0.0	1	9	90	90	Euthynnus alletteratus voucher 1138 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	Euthynnus alletteratus	0	45	677	1	642
